centro_codigo|centro_nombre|centro_tipo_codigo|centro_tipo_desc_abreviada|centro_tipo_descripcion|centro_titular|centro_titularidad|contacto_email1|contacto_fax|contacto_telefono1|contacto_telefono2|contacto_telefono3|contacto_telefono4|contacto_web|dat_codigo|dat_nombre|direccion_codigo_postal|direccion_coor_x|direccion_coor_y|direccion_numero|direccion_via_nombre|direccion_via_tipo|distrito_codigo|distrito_nombre|municipio_codigo|municipio_nombre|centro_titularidad_pro|promedio_x|promedio_y|distancia
28013607|RAIMUNDO LULIO|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|PADRES FRANCISCANOS TERCERA ORDEN REGULAR|PRIVADO CONCERTADO|cc.raimundolulio.madrid@educa.madrid.org|""|914781997|914781998|""|""|http://www.raimundolulio.org|5|Madrid-Capital|28018|443317|4470890|63|de San Diego|AVDA|13|Puente de Vallecas|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4571.717310418503
28013701|TRILEMA SAFA|015|CPR INF-PRI|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|FUNDACION TRILEMA|PRIVADO CONCERTADO|cc.sagradafamilia-salamanca.madrid@educa.madrid.org|915733154|915733154|""|""|""|http://www.colegio-sagradafamilia.es|5|Madrid-Capital|28028|443614|4474796|32|de Mercedes Fórmica|CALLE|04|Salamanca|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|3386.725216161275
28013723|SAGRADA FAMILIA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|HNAS. DE LA CARIDAD DEL SGDO.CORAZON DE JESUS|PRIVADO CONCERTADO|cc.sagradafamilia.madrid@educa.madrid.org|913564995|913559055|913559054|""|""|safajj.corazonistas.org|5|Madrid-Capital|28028|443615|4474898|165|de Jorge Juan|CALLE|04|Salamanca|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|3404.336161176394
28013759|SAGRADA FAMILIA DE URGEL|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|CONGREGACION DE RELIGIOSAS SAGRADA FAMILIA DE URGEL|PRIVADO CONCERTADO|cc.sgdafamilia.madrid@educa.madrid.org|913031029|913031032|913031032|""|""|http://www.safaurgelmadrid.com|5|Madrid-Capital|28018|444430|4470936|88|de Palomeras|AVDA|13|Puente de Vallecas|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5350.015476254948
28013772|SAGRADO CORAZON|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|PROVINCIA DE HERMANOS MENORES CAPUCHINOS DE ESPAÑA|PRIVADO CONCERTADO|cc.sagradocorazon.madrid@educa.madrid.org|914755196|914765112|914754652|""|""|http://www.educa.madrid.org/cc.sagradocorazon.madrid|5|Madrid-Capital|28026|439755|4471326|115|de Santa María de la Cabeza|PASEO|12|Usera|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|3011.043022862468
28013784|SAGRADO CORAZON DE JESUS|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION EDUCATIVA SOFIA BARAT|PRIVADO CONCERTADO|cc.scorazonferraz.madrid@educa.madrid.org|915499177|915490358|""|""|""|ferraz.redsagradocorazon.es|5|Madrid-Capital|28008|438751|4475831|63|de Ferraz|CALLE|09|Moncloa-Aravaca|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|2157.5665647370593
28013802|SAGRADO CORAZON DE JESUS|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|HNAS. SALESIANAS DEL SAGRADO. CORAZON DE JESUS|PRIVADO CONCERTADO|cc.scorazondejesus-retiro.madrid@educa.madrid.org|""|915511655|""|""|""|http://www.educa.madrid.org/cc.scorazondejesus-retiro.madrid|5|Madrid-Capital|28007|442283|4473080|2|de Valderribas|CALLE|03|Retiro|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|2355.019286273372
28013826|SAGRADOS CORAZONES|015|CPR INF-PRI|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|ORBILUX, S.L.|PRIVADO CONCERTADO|cc.sgdoscorazones.madrid@educa.madrid.org|913172526|913172526|""|""|""|http://www.sagrados-corazones.es|5|Madrid-Capital|28041|441070|4467616|45|de Pan y Toros|CALLE|17|Villaverde|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|6725.958318209868
28013838|PARAISO SAGRADOS CORAZONES|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|CONGREGACION DE RELIGIOSAS SAGRADOS CORAZONES|PRIVADO CONCERTADO|cc.paraisosagradoscorazones.madrid@educa.madrid.org|913440892|913441693|""|""|""|http://www.educa.madrid.org/cc.paraisosagradoscorazones.madrid|5|Madrid-Capital|28036|441878|4478736|34|del Padre Damián|CALLE|05|Chamartín|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4726.274102269219
28013851|COLEGIO LA SALLE SAN RAFAEL|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACIÓN LA SALLE SAN RAFAEL|PRIVADO CONCERTADO|cc.lasallesanrafael.madrid@educa.madrid.org|915432703|915447395|""|""|""|http://www.educa.madrid.org/cc.lasallesanrafael.madrid|5|Madrid-Capital|28015|439547|4476187|49|de Fernando el Católico|CALLE|07|Chamberí|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|2024.89496244391
28013863|LA SALLE|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|HNOS. DE LAS ESCUELAS CRISTIANAS|PRIVADO CONCERTADO|cc.lasalle.madrid@educa.madrid.org|917058368|917050011|""|""|""|https://www.institucionlasalle.es/colegio/|5|Madrid-Capital|28044|434294|4470021|50|Blas Carrera|CALLE|10|Latina|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|7341.988149517592
28013887|SAN ALFONSO|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL|PRIVADO CONCERTADO|cc.sanalfonso.madrid@educa.madrid.org|""|915285705|""|""|""|http://www.educa.madrid.org/cc.sanalfonso.madrid|5|Madrid-Capital|28012|440417|4473156|78|del Mesón de Paredes|CALLE|01|Centro|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|1147.7240866797858
28013899|EL ESPINILLO|042|IES|INSTITUTO DE EDUCACIÓN SECUNDARIA|COMUNIDAD DE MADRID|PÚBLICO|ies.elespinillo.madrid@educa.madrid.org|917239151|917239150|""|""|""|http://www.educa.madrid.org/ies.elespinillo.madrid|5|Madrid-Capital|28041|441540|4468127|15|de la Unanimidad|CALLE|17|Villaverde|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|6503.609696174581
28013966|SAN FERMIN|015|CPR INF-PRI|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|CENTROS DE ENSEÑANZA SAN FERMIN, S.L.16390|PRIVADO CONCERTADO|cc.sanfermin.madrid@educa.madrid.org|914750587|917920535|""|""|""|www.colegiosanferminmadrid.es/|5|Madrid-Capital|28041|441241|4469351|17|de la Estafeta|CALLE|12|Usera|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5038.072211564063
28013991|SAN FRANCISCO DE ASIS|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FRANCISCANAS DE LOS SAGRADOS CORAZONES|PRIVADO CONCERTADO|cc.sanfranciscodeasis.madrid@educa.madrid.org|915611239|915634404|""|""|""|http://www.educa.madrid.org/cc.sanfranciscodeasis.madrid|5|Madrid-Capital|28002|442277|4478038|7|de la Madre Carmen del Niño Jesús|CALLE|05|Chamartín|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4250.862160409619
28014065|SAN JOSE|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|UNION DE CENTROS DE ENSEÑANZA S.A.|PRIVADO CONCERTADO|cc.sjose.madrid@educa.madrid.org|913035745|913035747|""|""|""|http://www.educa.madrid.org/cc.sjose.madrid|5|Madrid-Capital|28018|444356|4471035|21-23|de Pedro Escudero|CALLE|13|Puente de Vallecas|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5230.361787697861
28014107|SAN JOSE DE BEGOÑA|073|CPR PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|PADRES CARMELITAS, PROVINCIA BETICA|PRIVADO CONCERTADO|cc.sanjosebegona.madrid@educa.madrid.org|913340065|913584136|917291474|""|""|http://www.educa.madrid.org/cc.sanjosebegona.madrid|5|Madrid-Capital|28034|441775|4481800|15|de Marcos de Orueta|CALLE|08|Fuencarral-El Pardo|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|7656.839211796941
28014119|SAN JOSE DEL PARQUE|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|HNOS. MARISTAS|PRIVADO|direccion@sanjosedelparque.es|913005918|913000058|""|""|""|http://sanjosedelparque.net|5|Madrid-Capital|28043|445823|4477916|2|de Champagnat|AVDA|16|Hortaleza|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|6312.657893317829
28014181|COLEGIO ALEMAN DE MADRID (ALEMAN)|094|CEXTRAN ESP|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|ASOCIACION COLEGIO ALEMAN DE MADRID|PRIVADO|sekretariat@dsmadrid.org|""|915580200|609205105|""|""|""|5|Madrid-Capital|28049|440279|4484254|7|de Monasterio de Guadalupe|CALLE|08|Fuencarral-El Pardo|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|7446.000478248648
28014193|SALESIANOS PASEO DE EXTREMADURA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|RELIGIOSOS SALESIANOS DE SAN JUAN BOSCO|PRIVADO CONCERTADO|cc.sanmiguelarcangel.madrid@educa.madrid.org|911109965|914640050|914640058|""|""|http://www.salesianospaseo.com|5|Madrid-Capital|28011|437682|4473560|11|de Repullés y Vargas|CALLE|10|Latina|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|2684.9083657242595
28014223|SAN PATRICIO|015|CPR INF-PRI|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|INSDE, S.L.|PRIVADO|infoserrano@colegiosanpatricio.es|""|915638420|""|""|""|http://www.educa.madrid.org/cpr.sanpatricio-serrano.madrid|5|Madrid-Capital|28002|442176|4477963|198|de Serrano|CALLE|05|Chamartín|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|2807.9501506836036
28014235|SAN PEDRO|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|COLEGIO SAN PEDRO S.L.|PRIVADO CONCERTADO|cc.sanpedro.madrid@educa.madrid.org|917979551|917979551|""|""|""|http://www.csanpedro.org|5|Madrid-Capital|28021|441480|4466943|53|de José del Pino|CALLE|17|Villaverde|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|7450.360662153826
28014272|SAN ROQUE|014|CP INF-PRI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|COMUNIDAD DE MADRID|PÚBLICO|cp.sanroque.madrid@educa.madrid.org|917100003|917962774|""|""|""|http://www.educa.madrid.org/cp.sanroque.madrid|5|Madrid-Capital|28021|440285|4466496|43|del Oxígeno|CALLE|17|Villaverde|079|Madrid|PÚBLICO|440157.3842874543|4474481.943970768|7986.963557844171
28014363|SANTA CATALINA DE SENA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION EDUCATIVA FRANCISCO COLL|PRIVADO CONCERTADO|cc.santacatalinasena.madrid@educa.madrid.org|913452335|913595605|913595604|""|""|http://www.educa.madrid.org/cc.santacatalinasena.madrid|5|Madrid-Capital|28016|442945|4479085|160|de Alfonso XIII|AVDA|05|Chamartín|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5490.1223325123465
28014417|SANTA FRANCISCA JAVIER CABRINI|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|MISIONERAS DEL SAGRADO CORAZON DE JESUS|PRIVADO CONCERTADO|cc.cabrini.madrid@educa.madrid.org|913889463|913002513|660399593|""|""|http://www.educa.madrid.org/cc.cabrini.madrid|5|Madrid-Capital|28043|445954|4479484|2|de Santa Francisca Javier Cabrini|CALLE|16|Hortaleza|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|7701.170599910737
28014454|SANTA ISABEL|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL|PRIVADO CONCERTADO|cc.santaisabel.madrid@educa.madrid.org|913194281|913100916|913082032|""|""|http://www.educa.madrid.org/cc.santaisabel.madrid|5|Madrid-Capital|28004|440818|4475212|77|de Hortaleza|CALLE|01|Centro|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|1072.1849060498046
28014478|FUNDACION SANTAMARCA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION DE SANTAMARCA Y DE SAN RAMON Y SAN ANTONIO (FSRA)|PRIVADO CONCERTADO|cc.fundacionsantamarca.madrid@educa.madrid.org|914159740|914158640|""|""|""|http://colegiofundacionsantamarca.es|5|Madrid-Capital|28002|442855|4477885|50|de Marcenado|CALLE|05|Chamartín|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4428.05737056502
28014491|SANTA MARIA DEL BOSQUE|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|ESCOLAR CERVERA, S.A.|PRIVADO CONCERTADO|cc.smbosque.madrid@educa.madrid.org|915250899|915250000|915257138|915257162|""|http://www.educa.madrid.org/cc.smbosque.madrid|5|Madrid-Capital|28025|437665|4471096|14|de la Gaviota|CALLE|11|Carabanchel|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4121.069986084876
28014508|SANTA MARIA DEL CARMEN|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|CONGREGACION PADRES CARMELITAS|PRIVADO CONCERTADO|cc.smcarmen.madrid@educa.madrid.org|913671792|913774569|913773360|""|""|http://www.educa.madrid.org/cc.smcarmen.madrid|5|Madrid-Capital|28027|445520|4476934|38|de los Misterios|CALLE|15|Ciudad Lineal|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5881.281920291863
28014511|SANTA MARIA DE LOS ROSALES|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|ESTUDIOS GENERALES S.A.|PRIVADO|javiervalle@colegiorosales.es|""|913070440|""|""|""|http://www.colegiorosales.es/|5|Madrid-Capital|28023|434549|4478395|1|de la Virgen de los Rosales|CALLE|09|Moncloa-Aravaca|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|5288.116025477933
28014533|SANTA RITA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|PADRES TERCIARIOS CAPUCHINOS|PRIVADO CONCERTADO|cc.santarita.madrid@educa.madrid.org|914618210|914628683|""|""|""|http://www.colegiosantarita.es|5|Madrid-Capital|28025|436801|4470285|53|de Eugenia de Montijo|CALLE|11|Carabanchel|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5297.761520900842
28014570|SAN GABRIEL|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|HNOS. DE SAN GABRIEL|PRIVADO CONCERTADO|cc.sangabriel.madrid@educa.madrid.org|914617026|914665121|""|""|""|http://www.educa.madrid.org/cc.sangabriel.madrid|5|Madrid-Capital|28025|436432|4469951|92|de Eugenia de Montijo|CALLE|11|Carabanchel|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5792.061192334038
28014612|SANTO ANGEL|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|EDUCACION EN VALORES, S.L.|PRIVADO|secretaria@santoangelmoratalaz.es|917732675|917721100|""|""|""|http://www.santoangelbritishschool.es|5|Madrid-Capital|28030|445378|4472159|209|del Arroyo Fontarrón|CALLE|14|Moratalaz|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|7433.132990114456
28014648|SANTO DOMINGO|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION EDUCATIVA SANTO DOMINGO|PRIVADO CONCERTADO|cc.santodomingo.madrid@educa.madrid.org|""|915332420|""|""|""|http://www.stodomingo.fesd.es|5|Madrid-Capital|28003|439370|4477503|3|del Presidente García Moreno|GTA|09|Moncloa-Aravaca|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|3331.80835768421
28014651|SANTO DOMINGO SAVIO|073|CPR PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|PADRES SALESIANOS|PRIVADO CONCERTADO|cc.santodomingosavio.madrid@educa.madrid.org|913689067|913683100|913683094|""|""|http://www.educa.madrid.org/cc.santodomingosavio.madrid|5|Madrid-Capital|28017|446202|4475721|2|de Santo Domingo Savio|CALLE|15|Ciudad Lineal|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|6106.4290400935
28014685|COLEGIO SENARA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|SECULSA (ENSEÑANZA Y CULTURA S.A.)|PRIVADO CONCERTADO|cc.senara.madrid@educa.madrid.org|913016075|913016070|""|""|""|http://www.educa.madrid.org/cc.senara.madrid|5|Madrid-Capital|28030|445375|4473289|178|de Moratalaz|AVDA|14|Moratalaz|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5208.056126972742
28014867|VEDRUNA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION VEDRUNA EDUCACION|PRIVADO CONCERTADO|cc.vedruna-carabanchel.madrid@educa.madrid.org|915257505|914650109|""|""|""|http://carabanchel@vedruna1826.org|5|Madrid-Capital|28025|436944|4470672|41|del Espinar|CALLE|11|Carabanchel|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4913.5752113781
28014910|VIRGEN DE ATOCHA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION EDUCATIVA SANTO DOMINGO|PRIVADO CONCERTADO|cc.virgendeatocha.madrid@educa.madrid.org|915529643|915524804|915524803|""|""|http://www.atocha.fesd.es|5|Madrid-Capital|28007|441940|4473004|1|de la Ciudad de Barcelona|AVDA|03|Retiro|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|2114.11563030361
28014958|COLEGIO VIRGEN DE MIRASIERRA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|CONGREGACION SAGRADOS CORAZONES|PRIVADO CONCERTADO|cc.virgendemirasierra.madrid@educa.madrid.org|917399195|917387300|""|""|""|""|5|Madrid-Capital|28034|439485|4481759|103|de La Maso|CALLE|08|Fuencarral-El Pardo|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|7506.030340516744
28015033|COLEGIO SAN PEDRO APOSTOL|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|ARZOBISPADO DE MADRID|PRIVADO CONCERTADO|cc.sanpedroapostol.madrid@educa.madrid.org|913056074|913055605|""|""|""|http://www.sanpedroapostol.es|5|Madrid-Capital|28042|450135|4479823|19|de Babilonia|CALLE|21|Barajas|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|11313.546401887117
28015094|CENTRO CULTURAL ELFO|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|CENTRO CULTURAL ELFO, SDA. COOP. MADRILEÑA|PRIVADO CONCERTADO|cc.elfo.madrid@educa.madrid.org|914081287|913673653|""|""|""|http://www.colegioelfo.com|5|Madrid-Capital|28027|444968|4476145|74|del Elfo|CALLE|15|Ciudad Lineal|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5054.53493750542
28015100|STELLA MARIS|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION EDUCATIVA SANTO DOMINGO|PRIVADO CONCERTADO|cc.stellamaris.madrid@educa.madrid.org|913672002|913672004|""|""|""|http://www.educa.madrid.org/cc.stellamaris.madrid|5|Madrid-Capital|28027|445144|4477367|71|de Arturo Soria|CALLE|15|Ciudad Lineal|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|5766.541095746257
28015124|COLEGIO SANTA MARIA DEL CAMINO|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|COLEGIO SANTA MARIA DEL CAMINO S.L. UNIPERSONAL|PRIVADO|stecnica@smc.edu.es|""|913161347|""|""|""|smc.edu.es|5|Madrid-Capital|28035|437662|4480009|13|de Peguerinos|CALLE|09|Moncloa-Aravaca|079|Madrid|PRIVADO|439602.9362934363|4476838.754826255|3717.215107688913
28015136|COLEGIO INTERNACIONAL NICOLI|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|FUNDACION PLAZA DE LOS OFICIOS|PRIVADO CONCERTADO|cc.gnicoli.madrid@educa.madrid.org|""|913082030|""|""|""|""|5|Madrid-Capital|28010|441020|4476003|4|de Eduardo Dato|PASEO|07|Chamberí|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|1868.827973935783
28015148|CLARET|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|MISIONEROS CLARETIANOS|PRIVADO CONCERTADO|cc.claret.madrid@educa.madrid.org|914167092|914152154|""|""|""|http://www.claretmadrid.es|5|Madrid-Capital|28002|442995|4476861|1|de Corazón de María|CALLE|05|Chamartín|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|3747.787608425369
28015291|LICEO IBERICO|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|SDAD. COOP. DE ENSEÑANZA ARGANZUELA, SDAD. COOP. MADRILEÑA|PRIVADO CONCERTADO|cc.liceoiberico.madrid@educa.madrid.org|915691725|915691725|""|""|""|http://www.educa.madrid.org/cc.liceoiberico.madrid|5|Madrid-Capital|28019|439708|4471771|58|de Antonio Vicent|CALLE|11|Carabanchel|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|2583.2892846295267
28015392|AGRUPACION ESCOLAR EUROPA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|EUROPA VILLAVERDE, SOC.COOP.LDA.|PRIVADO CONCERTADO|cc.aeeuropa.madrid@educa.madrid.org|917968513|917955158|917968513|""|""|http://www.educa.madrid.org/cc.aeeuropa.madrid|5|Madrid-Capital|28021|442206|4466963|12|de Miguel Solas|CALLE|17|Villaverde|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|7583.2625766755245
28015471|SAN AGUSTIN|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|PADRES AGUSTINOS|PRIVADO CONCERTADO|cc.sanagustin.madrid@educa.madrid.org|913441271|914589620|""|""|""|http://www.colegiosanagustin-madrid.org/|5|Madrid-Capital|28036|441759|4478430|18|del Padre Damián|CALLE|05|Chamartín|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4398.039292393875
28015495|VALDELUZ|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|PROVINCIA AGUSTINIANA MATRITENSE-PADRES AGUSTINOS|PRIVADO CONCERTADO|cc.valdeluz.madrid@educa.madrid.org|917387975|913780099|""|""|""|http://www.educa.madrid.org/cc.valdeluz.madrid|5|Madrid-Capital|28034|440013|4481602|53|de Fermín Caballero|CALLE|08|Fuencarral-El Pardo|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|7312.753789332463
28015537|CUMBRE-OXFORD|015|CPR INF-PRI|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|COLEGIO CUMBRE-OXFORD, S.L.|PRIVADO CONCERTADO|cc.cumbreoxford.madrid@educa.madrid.org|915075753|915075753|""|""|""|""|5|Madrid-Capital|28053|442996|4470397|50-52|de Buendía|CALLE|13|Puente de Vallecas|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|4758.473988848801
28015550|AZORIN|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|C.ANDRES VELA-J.M. ZABALA DEL OJO-L.ANDRES VELA|PRIVADO CONCERTADO|cc.azorin.madrid@educa.madrid.org|917630722|913821720|""|""|""|http://www.colegioazorin.com|5|Madrid-Capital|28033|445109|4480624|28|de Arzúa|CALLE|16|Hortaleza|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|7971.259308956838
28015562|NUESTRA SEÑORA DE LA PROVIDENCIA|072|CPR INF-PRI-SEC|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|RELIGIOSAS TEATINAS DE LA INMACULADA CONCEPCION|PRIVADO CONCERTADO|cc.nsdelaprovidencia.madrid@educa.madrid.org|915002239|914753009|""|""|""|http://www.nsprovidencia.es|5|Madrid-Capital|28026|440338|4471207|2|de Monederos|CALLE|12|Usera|079|Madrid|PRIVADO CONCERTADO|440264.7489361702|4474293.580851064|3087.449929716684
